date,season,year,month,holiday,weekday,workingday,weathersit,casual,registered,count,recency
2011-12-02,Fall,2011,Dec,No,Fri,Yes,Clear,268,3672,3940,395
2011-12-03,Fall,2011,Dec,No,Sat,No,Clear,706,2908,3614,394
2011-12-04,Fall,2011,Dec,No,Sun,No,Clear,634,2851,3485,393
2011-12-05,Fall,2011,Dec,No,Mon,Yes,Clear,233,3578,3811,392
2011-12-06,Fall,2011,Dec,No,Tue,Yes,Mist,126,2468,2594,391
2011-12-07,Fall,2011,Dec,No,Wed,Yes,Clear,50,655,705,390
2011-12-08,Fall,2011,Dec,No,Thu,Yes,Mist,150,3172,3322,389
2011-12-09,Fall,2011,Dec,No,Fri,Yes,Clear,261,3359,3620,388
2011-12-10,Fall,2011,Dec,No,Sat,No,Mist,502,2688,3190,387
2011-12-11,Fall,2011,Dec,No,Sun,No,Clear,377,2366,2743,386
2011-12-12,Fall,2011,Dec,No,Mon,Yes,Clear,143,3167,3310,385
2011-12-13,Fall,2011,Dec,No,Tue,Yes,Clear,155,3368,3523,384
2011-12-14,Fall,2011,Dec,No,Wed,Yes,Clear,178,3562,3740,383
2011-12-15,Fall,2011,Dec,No,Thu,Yes,Clear,181,3528,3709,382
2011-12-16,Fall,2011,Dec,No,Fri,Yes,Clear,178,3399,3577,381
2011-12-17,Fall,2011,Dec,No,Sat,No,Clear,275,2464,2739,380
2011-12-18,Fall,2011,Dec,No,Sun,No,Clear,220,2211,2431,379
2011-12-19,Fall,2011,Dec,No,Mon,Yes,Clear,260,3143,3403,378
2011-12-20,Fall,2011,Dec,No,Tue,Yes,Clear,216,3534,3750,377
2011-12-21,Winter,2011,Dec,No,Wed,Yes,Mist,107,2553,2660,376
2011-12-22,Winter,2011,Dec,No,Thu,Yes,Mist,227,2841,3068,375
2011-12-23,Winter,2011,Dec,No,Fri,Yes,Light Rain,163,2046,2209,374
2011-12-24,Winter,2011,Dec,No,Sat,No,Mist,155,856,1011,373
2011-12-25,Winter,2011,Dec,No,Sun,No,Clear,303,451,754,372
2011-12-26,Winter,2011,Dec,Yes,Mon,No,Clear,430,887,1317,371
2011-12-27,Winter,2011,Dec,No,Tue,Yes,Clear,103,1059,1162,370
2011-12-28,Winter,2011,Dec,No,Wed,Yes,Clear,255,2047,2302,369
2011-12-29,Winter,2011,Dec,No,Thu,Yes,Mist,254,2169,2423,368
2011-12-30,Winter,2011,Dec,No,Fri,Yes,Clear,491,2508,2999,367
2011-12-31,Winter,2011,Dec,No,Sat,No,Mist,665,1820,2485,366
2012-01-01,Winter,2012,Jan,No,Sun,No,Clear,686,1608,2294,365
2012-01-02,Winter,2012,Jan,Yes,Mon,No,Clear,244,1707,1951,364
2012-01-03,Winter,2012,Jan,No,Tue,Yes,Clear,89,2147,2236,363
2012-01-04,Winter,2012,Jan,No,Wed,Yes,Clear,95,2273,2368,362
2012-01-05,Winter,2012,Jan,No,Thu,Yes,Mist,140,3132,3272,361
2012-01-06,Winter,2012,Jan,No,Fri,Yes,Clear,307,3791,4098,360
2012-01-07,Winter,2012,Jan,No,Sat,No,Clear,1070,3451,4521,359
2012-01-08,Winter,2012,Jan,No,Sun,No,Clear,599,2826,3425,358
2012-01-09,Winter,2012,Jan,No,Mon,Yes,Clear,106,2270,2376,357
2012-01-10,Winter,2012,Jan,No,Tue,Yes,Mist,173,3425,3598,356
2012-01-11,Winter,2012,Jan,No,Wed,Yes,Clear,92,2085,2177,355
2012-01-12,Winter,2012,Jan,No,Thu,Yes,Light Rain,269,3828,4097,354
2012-01-13,Winter,2012,Jan,No,Fri,Yes,Mist,174,3040,3214,353
2012-01-14,Winter,2012,Jan,No,Sat,No,Clear,333,2160,2493,352
2012-01-15,Winter,2012,Jan,No,Sun,No,Clear,284,2027,2311,351
2012-01-16,Winter,2012,Jan,Yes,Mon,No,Clear,217,2081,2298,350
2012-01-17,Winter,2012,Jan,No,Tue,Yes,Mist,127,2808,2935,349
2012-01-18,Winter,2012,Jan,No,Wed,Yes,Mist,109,3267,3376,348
2012-01-19,Winter,2012,Jan,No,Thu,Yes,Clear,130,3162,3292,347
2012-01-20,Winter,2012,Jan,No,Fri,Yes,Mist,115,3048,3163,346
2012-01-21,Winter,2012,Jan,No,Sat,No,Light Rain,67,1234,1301,345
2012-01-22,Winter,2012,Jan,No,Sun,No,Clear,196,1781,1977,344
2012-01-23,Winter,2012,Jan,No,Mon,Yes,Mist,145,2287,2432,343
2012-01-24,Winter,2012,Jan,No,Tue,Yes,Mist,439,3900,4339,342
2012-01-25,Winter,2012,Jan,No,Wed,Yes,Clear,467,3803,4270,341
2012-01-26,Winter,2012,Jan,No,Thu,Yes,Mist,244,3831,4075,340
2012-01-27,Winter,2012,Jan,No,Fri,Yes,Mist,269,3187,3456,339
2012-01-28,Winter,2012,Jan,No,Sat,No,Clear,775,3248,4023,338
2012-01-29,Winter,2012,Jan,No,Sun,No,Clear,558,2685,3243,337
2012-01-30,Winter,2012,Jan,No,Mon,Yes,Mist,126,3498,3624,336
2012-01-31,Winter,2012,Jan,No,Tue,Yes,Clear,324,4185,4509,335
2012-02-01,Winter,2012,Feb,No,Wed,Yes,Clear,304,4275,4579,334
2012-02-02,Winter,2012,Feb,No,Thu,Yes,Clear,190,3571,3761,333
2012-02-03,Winter,2012,Feb,No,Fri,Yes,Clear,310,3841,4151,332
2012-02-04,Winter,2012,Feb,No,Sat,No,Clear,384,2448,2832,331
2012-02-05,Winter,2012,Feb,No,Sun,No,Mist,318,2629,2947,330
2012-02-06,Winter,2012,Feb,No,Mon,Yes,Clear,206,3578,3784,329
2012-02-07,Winter,2012,Feb,No,Tue,Yes,Clear,199,4176,4375,328
2012-02-08,Winter,2012,Feb,No,Wed,Yes,Clear,109,2693,2802,327
2012-02-09,Winter,2012,Feb,No,Thu,Yes,Mist,163,3667,3830,326
2012-02-10,Winter,2012,Feb,No,Fri,Yes,Mist,227,3604,3831,325
2012-02-11,Winter,2012,Feb,No,Sat,No,Mist,192,1977,2169,324
2012-02-12,Winter,2012,Feb,No,Sun,No,Light Rain,73,1456,1529,323
2012-02-13,Winter,2012,Feb,No,Mon,Yes,Clear,94,3328,3422,322
2012-02-14,Winter,2012,Feb,No,Tue,Yes,Mist,135,3787,3922,321
2012-02-15,Winter,2012,Feb,No,Wed,Yes,Clear,141,4028,4169,320
2012-02-16,Winter,2012,Feb,No,Thu,Yes,Mist,74,2931,3005,319
2012-02-17,Winter,2012,Feb,No,Fri,Yes,Mist,349,3805,4154,318
2012-02-18,Winter,2012,Feb,No,Sat,No,Clear,1435,2883,4318,317
2012-02-19,Winter,2012,Feb,No,Sun,No,Mist,618,2071,2689,316
2012-02-20,Winter,2012,Feb,Yes,Mon,No,Mist,502,2627,3129,315
2012-02-21,Winter,2012,Feb,No,Tue,Yes,Clear,163,3614,3777,314
2012-02-22,Winter,2012,Feb,No,Wed,Yes,Clear,394,4379,4773,313
2012-02-23,Winter,2012,Feb,No,Thu,Yes,Mist,516,4546,5062,312
2012-02-24,Winter,2012,Feb,No,Fri,Yes,Mist,246,3241,3487,311
2012-02-25,Winter,2012,Feb,No,Sat,No,Clear,317,2415,2732,310
2012-02-26,Winter,2012,Feb,No,Sun,No,Clear,515,2874,3389,309
2012-02-27,Winter,2012,Feb,No,Mon,Yes,Clear,253,4069,4322,308
2012-02-28,Winter,2012,Feb,No,Tue,Yes,Clear,229,4134,4363,307
2012-02-29,Winter,2012,Feb,No,Wed,Yes,Clear,65,1769,1834,306
2012-03-01,Winter,2012,Mar,No,Thu,Yes,Mist,325,4665,4990,305
2012-03-02,Winter,2012,Mar,No,Fri,Yes,Clear,246,2948,3194,304
2012-03-03,Winter,2012,Mar,No,Sat,No,Light Rain,956,3110,4066,303
2012-03-04,Winter,2012,Mar,No,Sun,No,Mist,710,2713,3423,302
2012-03-05,Winter,2012,Mar,No,Mon,Yes,Clear,203,3130,3333,301
2012-03-06,Winter,2012,Mar,No,Tue,Yes,Clear,221,3735,3956,300
2012-03-07,Winter,2012,Mar,No,Wed,Yes,Clear,432,4484,4916,299
2012-03-08,Winter,2012,Mar,No,Thu,Yes,Clear,486,4896,5382,298
2012-03-09,Winter,2012,Mar,No,Fri,Yes,Mist,447,4122,4569,297
2012-03-10,Winter,2012,Mar,No,Sat,No,Clear,968,3150,4118,296
2012-03-11,Winter,2012,Mar,No,Sun,No,Clear,1658,3253,4911,295
2012-03-12,Winter,2012,Mar,No,Mon,Yes,Clear,838,4460,5298,294
2012-03-13,Winter,2012,Mar,No,Tue,Yes,Mist,762,5085,5847,293
2012-03-14,Winter,2012,Mar,No,Wed,Yes,Clear,997,5315,6312,292
2012-03-15,Winter,2012,Mar,No,Thu,Yes,Clear,1005,5187,6192,291
2012-03-16,Winter,2012,Mar,No,Fri,Yes,Clear,548,3830,4378,290
2012-03-17,Winter,2012,Mar,No,Sat,No,Mist,3155,4681,7836,289
2012-03-18,Winter,2012,Mar,No,Sun,No,Clear,2207,3685,5892,288
2012-03-19,Winter,2012,Mar,No,Mon,Yes,Clear,982,5171,6153,287
2012-03-20,Winter,2012,Mar,No,Tue,Yes,Mist,1051,5042,6093,286
2012-03-21,Spring,2012,Mar,No,Wed,Yes,Clear,1122,5108,6230,285
2012-03-22,Spring,2012,Mar,No,Thu,Yes,Clear,1334,5537,6871,284
2012-03-23,Spring,2012,Mar,No,Fri,Yes,Clear,2469,5893,8362,283
2012-03-24,Spring,2012,Mar,No,Sat,No,Clear,1033,2339,3372,282
2012-03-25,Spring,2012,Mar,No,Sun,No,Mist,1532,3464,4996,281
2012-03-26,Spring,2012,Mar,No,Mon,Yes,Mist,795,4763,5558,280
2012-03-27,Spring,2012,Mar,No,Tue,Yes,Clear,531,4571,5102,279
2012-03-28,Spring,2012,Mar,No,Wed,Yes,Clear,674,5024,5698,278
2012-03-29,Spring,2012,Mar,No,Thu,Yes,Clear,834,5299,6133,277
2012-03-30,Spring,2012,Mar,No,Fri,Yes,Clear,796,4663,5459,276
2012-03-31,Spring,2012,Mar,No,Sat,No,Clear,2301,3934,6235,275
2012-04-01,Spring,2012,Apr,No,Sun,No,Mist,2347,3694,6041,274
2012-04-02,Spring,2012,Apr,No,Mon,Yes,Light Rain,1208,4728,5936,273
2012-04-03,Spring,2012,Apr,No,Tue,Yes,Clear,1348,5424,6772,272
2012-04-04,Spring,2012,Apr,No,Wed,Yes,Clear,1058,5378,6436,271
2012-04-05,Spring,2012,Apr,No,Thu,Yes,Clear,1192,5265,6457,270
2012-04-06,Spring,2012,Apr,No,Fri,Yes,Clear,1807,4653,6460,269
2012-04-07,Spring,2012,Apr,No,Sat,No,Clear,3252,3605,6857,268
2012-04-08,Spring,2012,Apr,No,Sun,No,Clear,2230,2939,5169,267
2012-04-09,Spring,2012,Apr,No,Mon,Yes,Clear,905,4680,5585,266
2012-04-10,Spring,2012,Apr,No,Tue,Yes,Mist,819,5099,5918,265
2012-04-11,Spring,2012,Apr,No,Wed,Yes,Clear,482,4380,4862,264
2012-04-12,Spring,2012,Apr,No,Thu,Yes,Clear,663,4746,5409,263
2012-04-13,Spring,2012,Apr,No,Fri,Yes,Clear,1252,5146,6398,262
2012-04-14,Spring,2012,Apr,No,Sat,No,Clear,2795,4665,7460,261
2012-04-15,Spring,2012,Apr,No,Sun,No,Mist,2846,4286,7132,260
2012-04-16,Spring,2012,Apr,Yes,Mon,No,Clear,1198,5172,6370,259
2012-04-17,Spring,2012,Apr,No,Tue,Yes,Clear,989,5702,6691,258
2012-04-18,Spring,2012,Apr,No,Wed,Yes,Clear,347,4020,4367,257
2012-04-19,Spring,2012,Apr,No,Thu,Yes,Light Rain,846,5719,6565,256
2012-04-20,Spring,2012,Apr,No,Fri,Yes,Clear,1340,5950,7290,255
2012-04-21,Spring,2012,Apr,No,Sat,No,Clear,2541,4083,6624,254
2012-04-22,Spring,2012,Apr,No,Sun,No,Mist,120,907,1027,253
2012-04-23,Spring,2012,Apr,No,Mon,Yes,Light Rain,195,3019,3214,252
2012-04-24,Spring,2012,Apr,No,Tue,Yes,Mist,518,5115,5633,251
2012-04-25,Spring,2012,Apr,No,Wed,Yes,Clear,655,5541,6196,250
2012-04-26,Spring,2012,Apr,No,Thu,Yes,Mist,475,4551,5026,249
2012-04-27,Spring,2012,Apr,No,Fri,Yes,Clear,1014,5219,6233,248
2012-04-28,Spring,2012,Apr,No,Sat,No,Clear,1120,3100,4220,247
2012-04-29,Spring,2012,Apr,No,Sun,No,Light Rain,2229,4075,6304,246
2012-04-30,Spring,2012,Apr,No,Mon,Yes,Clear,665,4907,5572,245
2012-05-01,Spring,2012,May,No,Tue,Yes,Mist,653,5087,5740,244
2012-05-02,Spring,2012,May,No,Wed,Yes,Clear,667,5502,6169,243
2012-05-03,Spring,2012,May,No,Thu,Yes,Mist,764,5657,6421,242
2012-05-04,Spring,2012,May,No,Fri,Yes,Clear,1069,5227,6296,241
2012-05-05,Spring,2012,May,No,Sat,No,Clear,2496,4387,6883,240
2012-05-06,Spring,2012,May,No,Sun,No,Mist,2135,4224,6359,239
2012-05-07,Spring,2012,May,No,Mon,Yes,Mist,1008,5265,6273,238
2012-05-08,Spring,2012,May,No,Tue,Yes,Mist,738,4990,5728,237
2012-05-09,Spring,2012,May,No,Wed,Yes,Mist,620,4097,4717,236
2012-05-10,Spring,2012,May,No,Thu,Yes,Light Rain,1026,5546,6572,235
2012-05-11,Spring,2012,May,No,Fri,Yes,Clear,1319,5711,7030,234
2012-05-12,Spring,2012,May,No,Sat,No,Clear,2622,4807,7429,233
2012-05-13,Spring,2012,May,No,Sun,No,Clear,2172,3946,6118,232
2012-05-14,Spring,2012,May,No,Mon,Yes,Mist,342,2501,2843,231
2012-05-15,Spring,2012,May,No,Tue,Yes,Mist,625,4490,5115,230
2012-05-16,Spring,2012,May,No,Wed,Yes,Mist,991,6433,7424,229
2012-05-17,Spring,2012,May,No,Thu,Yes,Clear,1242,6142,7384,228
2012-05-18,Spring,2012,May,No,Fri,Yes,Clear,1521,6118,7639,227
2012-05-19,Spring,2012,May,No,Sat,No,Clear,3410,4884,8294,226
2012-05-20,Spring,2012,May,No,Sun,No,Clear,2704,4425,7129,225
2012-05-21,Spring,2012,May,No,Mon,Yes,Light Rain,630,3729,4359,224
2012-05-22,Spring,2012,May,No,Tue,Yes,Clear,819,5254,6073,223
2012-05-23,Spring,2012,May,No,Wed,Yes,Clear,766,4494,5260,222
2012-05-24,Spring,2012,May,No,Thu,Yes,Clear,1059,5711,6770,221
2012-05-25,Spring,2012,May,No,Fri,Yes,Clear,1417,5317,6734,220
2012-05-26,Spring,2012,May,No,Sat,No,Clear,2855,3681,6536,219
2012-05-27,Spring,2012,May,No,Sun,No,Mist,3283,3308,6591,218
2012-05-28,Spring,2012,May,Yes,Mon,No,Clear,2557,3486,6043,217
2012-05-29,Spring,2012,May,No,Tue,Yes,Clear,880,4863,5743,216
2012-05-30,Spring,2012,May,No,Wed,Yes,Light Rain,745,6110,6855,215
2012-05-31,Spring,2012,May,No,Thu,Yes,Clear,1100,6238,7338,214
2012-06-01,Spring,2012,Jun,No,Fri,Yes,Clear,533,3594,4127,213
2012-06-02,Spring,2012,Jun,No,Sat,No,Mist,2795,5325,8120,212
2012-06-03,Spring,2012,Jun,No,Sun,No,Clear,2494,5147,7641,211
2012-06-04,Spring,2012,Jun,No,Mon,Yes,Clear,1071,5927,6998,210
2012-06-05,Spring,2012,Jun,No,Tue,Yes,Clear,968,6033,7001,209
2012-06-06,Spring,2012,Jun,No,Wed,Yes,Clear,1027,6028,7055,208
2012-06-07,Spring,2012,Jun,No,Thu,Yes,Clear,1038,6456,7494,207
2012-06-08,Spring,2012,Jun,No,Fri,Yes,Clear,1488,6248,7736,206
2012-06-09,Spring,2012,Jun,No,Sat,No,Clear,2708,4790,7498,205
2012-06-10,Spring,2012,Jun,No,Sun,No,Clear,2224,4374,6598,204
2012-06-11,Spring,2012,Jun,No,Mon,Yes,Clear,1017,5647,6664,203
2012-06-12,Spring,2012,Jun,No,Tue,Yes,Mist,477,4495,4972,202
2012-06-13,Spring,2012,Jun,No,Wed,Yes,Mist,1173,6248,7421,201
2012-06-14,Spring,2012,Jun,No,Thu,Yes,Clear,1180,6183,7363,200
2012-06-15,Spring,2012,Jun,No,Fri,Yes,Clear,1563,6102,7665,199
2012-06-16,Spring,2012,Jun,No,Sat,No,Clear,2963,4739,7702,198
2012-06-17,Spring,2012,Jun,No,Sun,No,Clear,2634,4344,6978,197
2012-06-18,Spring,2012,Jun,No,Mon,Yes,Clear,653,4446,5099,196
2012-06-19,Spring,2012,Jun,No,Tue,Yes,Mist,968,5857,6825,195
2012-06-20,Spring,2012,Jun,No,Wed,Yes,Clear,872,5339,6211,194
2012-06-21,Summer,2012,Jun,No,Thu,Yes,Clear,778,5127,5905,193
2012-06-22,Summer,2012,Jun,No,Fri,Yes,Mist,964,4859,5823,192
2012-06-23,Summer,2012,Jun,No,Sat,No,Clear,2657,4801,7458,191
2012-06-24,Summer,2012,Jun,No,Sun,No,Clear,2551,4340,6891,190
2012-06-25,Summer,2012,Jun,No,Mon,Yes,Clear,1139,5640,6779,189
2012-06-26,Summer,2012,Jun,No,Tue,Yes,Clear,1077,6365,7442,188
2012-06-27,Summer,2012,Jun,No,Wed,Yes,Clear,1077,6258,7335,187
2012-06-28,Summer,2012,Jun,No,Thu,Yes,Clear,921,5958,6879,186
2012-06-29,Summer,2012,Jun,No,Fri,Yes,Clear,829,4634,5463,185
2012-06-30,Summer,2012,Jun,No,Sat,No,Light Rain,1455,4232,5687,184
2012-07-01,Summer,2012,Jul,No,Sun,No,Clear,1421,4110,5531,183
2012-07-02,Summer,2012,Jul,No,Mon,Yes,Mist,904,5323,6227,182
2012-07-03,Summer,2012,Jul,No,Tue,Yes,Clear,1052,5608,6660,181
2012-07-04,Summer,2012,Jul,Yes,Wed,No,Clear,2562,4841,7403,180
2012-07-05,Summer,2012,Jul,No,Thu,Yes,Clear,1405,4836,6241,179
2012-07-06,Summer,2012,Jul,No,Fri,Yes,Clear,1366,4841,6207,178
2012-07-07,Summer,2012,Jul,No,Sat,No,Clear,1448,3392,4840,177
2012-07-08,Summer,2012,Jul,No,Sun,No,Clear,1203,3469,4672,176
2012-07-09,Summer,2012,Jul,No,Mon,Yes,Mist,998,5571,6569,175
2012-07-10,Summer,2012,Jul,No,Tue,Yes,Clear,954,5336,6290,174
2012-07-11,Summer,2012,Jul,No,Wed,Yes,Mist,975,6289,7264,173
2012-07-12,Summer,2012,Jul,No,Thu,Yes,Mist,1032,6414,7446,172
2012-07-13,Summer,2012,Jul,No,Fri,Yes,Mist,1511,5988,7499,171
2012-07-14,Summer,2012,Jul,No,Sat,No,Mist,2355,4614,6969,170
2012-07-15,Summer,2012,Jul,No,Sun,No,Clear,1920,4111,6031,169
2012-07-16,Summer,2012,Jul,No,Mon,Yes,Light Rain,1088,5742,6830,168
2012-07-17,Summer,2012,Jul,No,Tue,Yes,Clear,921,5865,6786,167
2012-07-18,Summer,2012,Jul,No,Wed,Yes,Clear,799,4914,5713,166
2012-07-19,Summer,2012,Jul,No,Thu,Yes,Clear,888,5703,6591,165
2012-07-20,Summer,2012,Jul,No,Fri,Yes,Light Rain,747,5123,5870,164
2012-07-21,Summer,2012,Jul,No,Sat,No,Light Rain,1264,3195,4459,163
2012-07-22,Summer,2012,Jul,No,Sun,No,Mist,2544,4866,7410,162
2012-07-23,Summer,2012,Jul,No,Mon,Yes,Clear,1135,5831,6966,161
2012-07-24,Summer,2012,Jul,No,Tue,Yes,Clear,1140,6452,7592,160
2012-07-25,Summer,2012,Jul,No,Wed,Yes,Clear,1383,6790,8173,159
2012-07-26,Summer,2012,Jul,No,Thu,Yes,Clear,1036,5825,6861,158
2012-07-27,Summer,2012,Jul,No,Fri,Yes,Clear,1259,5645,6904,157
2012-07-28,Summer,2012,Jul,No,Sat,No,Clear,2234,4451,6685,156
2012-07-29,Summer,2012,Jul,No,Sun,No,Clear,2153,4444,6597,155
2012-07-30,Summer,2012,Jul,No,Mon,Yes,Clear,1040,6065,7105,154
2012-07-31,Summer,2012,Jul,No,Tue,Yes,Clear,968,6248,7216,153
2012-08-01,Summer,2012,Aug,No,Wed,Yes,Clear,1074,6506,7580,152
2012-08-02,Summer,2012,Aug,No,Thu,Yes,Clear,983,6278,7261,151
2012-08-03,Summer,2012,Aug,No,Fri,Yes,Clear,1328,5847,7175,150
2012-08-04,Summer,2012,Aug,No,Sat,No,Clear,2345,4479,6824,149
2012-08-05,Summer,2012,Aug,No,Sun,No,Clear,1707,3757,5464,148
2012-08-06,Summer,2012,Aug,No,Mon,Yes,Mist,1233,5780,7013,147
2012-08-07,Summer,2012,Aug,No,Tue,Yes,Clear,1278,5995,7273,146
2012-08-08,Summer,2012,Aug,No,Wed,Yes,Clear,1263,6271,7534,145
2012-08-09,Summer,2012,Aug,No,Thu,Yes,Clear,1196,6090,7286,144
2012-08-10,Summer,2012,Aug,No,Fri,Yes,Clear,1065,4721,5786,143
2012-08-11,Summer,2012,Aug,No,Sat,No,Clear,2247,4052,6299,142
2012-08-12,Summer,2012,Aug,No,Sun,No,Mist,2182,4362,6544,141
2012-08-13,Summer,2012,Aug,No,Mon,Yes,Clear,1207,5676,6883,140
2012-08-14,Summer,2012,Aug,No,Tue,Yes,Clear,1128,5656,6784,139
2012-08-15,Summer,2012,Aug,No,Wed,Yes,Clear,1198,6149,7347,138
2012-08-16,Summer,2012,Aug,No,Thu,Yes,Clear,1338,6267,7605,137
2012-08-17,Summer,2012,Aug,No,Fri,Yes,Clear,1483,5665,7148,136
2012-08-18,Summer,2012,Aug,No,Sat,No,Mist,2827,5038,7865,135
2012-08-19,Summer,2012,Aug,No,Sun,No,Clear,1208,3341,4549,134
2012-08-20,Summer,2012,Aug,No,Mon,Yes,Mist,1026,5504,6530,133
2012-08-21,Summer,2012,Aug,No,Tue,Yes,Mist,1081,5925,7006,132
2012-08-22,Summer,2012,Aug,No,Wed,Yes,Clear,1094,6281,7375,131
2012-08-23,Summer,2012,Aug,No,Thu,Yes,Clear,1363,6402,7765,130
2012-08-24,Summer,2012,Aug,No,Fri,Yes,Mist,1325,6257,7582,129
2012-08-25,Summer,2012,Aug,No,Sat,No,Mist,1829,4224,6053,128
2012-08-26,Summer,2012,Aug,No,Sun,No,Clear,1483,3772,5255,127
2012-08-27,Summer,2012,Aug,No,Mon,Yes,Clear,989,5928,6917,126
2012-08-28,Summer,2012,Aug,No,Tue,Yes,Clear,935,6105,7040,125
2012-08-29,Summer,2012,Aug,No,Wed,Yes,Clear,1177,6520,7697,124
2012-08-30,Summer,2012,Aug,No,Thu,Yes,Clear,1172,6541,7713,123
2012-08-31,Summer,2012,Aug,No,Fri,Yes,Clear,1433,5917,7350,122
2012-09-01,Summer,2012,Sep,No,Sat,No,Clear,2352,3788,6140,121
2012-09-02,Summer,2012,Sep,No,Sun,No,Mist,2613,3197,5810,120
2012-09-03,Summer,2012,Sep,Yes,Mon,No,Mist,1965,4069,6034,119
2012-09-04,Summer,2012,Sep,No,Tue,Yes,Mist,867,5997,6864,118
2012-09-05,Summer,2012,Sep,No,Wed,Yes,Clear,832,6280,7112,117
2012-09-06,Summer,2012,Sep,No,Thu,Yes,Mist,611,5592,6203,116
2012-09-07,Summer,2012,Sep,No,Fri,Yes,Clear,1045,6459,7504,115
2012-09-08,Summer,2012,Sep,No,Sat,No,Clear,1557,4419,5976,114
2012-09-09,Summer,2012,Sep,No,Sun,No,Mist,2570,5657,8227,113
2012-09-10,Summer,2012,Sep,No,Mon,Yes,Clear,1118,6407,7525,112
2012-09-11,Summer,2012,Sep,No,Tue,Yes,Clear,1070,6697,7767,111
2012-09-12,Summer,2012,Sep,No,Wed,Yes,Clear,1050,6820,7870,110
2012-09-13,Summer,2012,Sep,No,Thu,Yes,Clear,1054,6750,7804,109
2012-09-14,Summer,2012,Sep,No,Fri,Yes,Clear,1379,6630,8009,108
2012-09-15,Summer,2012,Sep,No,Sat,No,Clear,3160,5554,8714,107
2012-09-16,Summer,2012,Sep,No,Sun,No,Clear,2166,5167,7333,106
2012-09-17,Summer,2012,Sep,No,Mon,Yes,Clear,1022,5847,6869,105
2012-09-18,Summer,2012,Sep,No,Tue,Yes,Light Rain,371,3702,4073,104
2012-09-19,Summer,2012,Sep,No,Wed,Yes,Mist,788,6803,7591,103
2012-09-20,Summer,2012,Sep,No,Thu,Yes,Clear,939,6781,7720,102
2012-09-21,Summer,2012,Sep,No,Fri,Yes,Clear,1250,6917,8167,101
2012-09-22,Summer,2012,Sep,No,Sat,No,Clear,2512,5883,8395,100
2012-09-23,Fall,2012,Sep,No,Sun,No,Clear,2454,5453,7907,99
2012-09-24,Fall,2012,Sep,No,Mon,Yes,Clear,1001,6435,7436,98
2012-09-25,Fall,2012,Sep,No,Tue,Yes,Clear,845,6693,7538,97
2012-09-26,Fall,2012,Sep,No,Wed,Yes,Clear,787,6946,7733,96
2012-09-27,Fall,2012,Sep,No,Thu,Yes,Clear,751,6642,7393,95
2012-09-28,Fall,2012,Sep,No,Fri,Yes,Light Rain,1045,6370,7415,94
2012-09-29,Fall,2012,Sep,No,Sat,No,Clear,2589,5966,8555,93
2012-09-30,Fall,2012,Sep,No,Sun,No,Clear,2015,4874,6889,92
2012-10-01,Fall,2012,Oct,No,Mon,Yes,Clear,763,6015,6778,91
2012-10-02,Fall,2012,Oct,No,Tue,Yes,Mist,315,4324,4639,90
2012-10-03,Fall,2012,Oct,No,Wed,Yes,Light Rain,728,6844,7572,89
2012-10-04,Fall,2012,Oct,No,Thu,Yes,Light Rain,891,6437,7328,88
2012-10-05,Fall,2012,Oct,No,Fri,Yes,Clear,1516,6640,8156,87
2012-10-06,Fall,2012,Oct,No,Sat,No,Clear,3031,4934,7965,86
2012-10-07,Fall,2012,Oct,No,Sun,No,Clear,781,2729,3510,85
2012-10-08,Fall,2012,Oct,Yes,Mon,No,Clear,874,4604,5478,84
2012-10-09,Fall,2012,Oct,No,Tue,Yes,Mist,601,5791,6392,83
2012-10-10,Fall,2012,Oct,No,Wed,Yes,Mist,780,6911,7691,82
2012-10-11,Fall,2012,Oct,No,Thu,Yes,Clear,834,6736,7570,81
2012-10-12,Fall,2012,Oct,No,Fri,Yes,Clear,1060,6222,7282,80
2012-10-13,Fall,2012,Oct,No,Sat,No,Clear,2252,4857,7109,79
2012-10-14,Fall,2012,Oct,No,Sun,No,Clear,2080,4559,6639,78
2012-10-15,Fall,2012,Oct,No,Mon,Yes,Mist,760,5115,5875,77
2012-10-16,Fall,2012,Oct,No,Tue,Yes,Clear,922,6612,7534,76
2012-10-17,Fall,2012,Oct,No,Wed,Yes,Clear,979,6482,7461,75
2012-10-18,Fall,2012,Oct,No,Thu,Yes,Clear,1008,6501,7509,74
2012-10-19,Fall,2012,Oct,No,Fri,Yes,Mist,753,4671,5424,73
2012-10-20,Fall,2012,Oct,No,Sat,No,Clear,2806,5284,8090,72
2012-10-21,Fall,2012,Oct,No,Sun,No,Clear,2132,4692,6824,71
2012-10-22,Fall,2012,Oct,No,Mon,Yes,Clear,830,6228,7058,70
2012-10-23,Fall,2012,Oct,No,Tue,Yes,Clear,841,6625,7466,69
2012-10-24,Fall,2012,Oct,No,Wed,Yes,Clear,795,6898,7693,68
2012-10-25,Fall,2012,Oct,No,Thu,Yes,Mist,875,6484,7359,67
2012-10-26,Fall,2012,Oct,No,Fri,Yes,Mist,1182,6262,7444,66
2012-10-27,Fall,2012,Oct,No,Sat,No,Clear,2643,5209,7852,65
2012-10-28,Fall,2012,Oct,No,Sun,No,Light Rain,998,3461,4459,64
2012-10-29,Fall,2012,Oct,No,Mon,Yes,Light Rain,2,20,22,63
2012-10-30,Fall,2012,Oct,No,Tue,Yes,Light Rain,87,1009,1096,62
